condition,drugName,rating,sideEffects,review,sentiment
acne,atralin,9,Extremely Severe Side Effects,yr old female experienced mild acne life tried everything counter product antibiotic month recently started using atralin week need worry wearing makeup anymore dream come true medication definitely worth try paired treatment currently get chemical peel month plexion cloth wash x day atralin night skin continues way happier person even worry hiding face anymore,-0.125
acne,gianvi,9,Extremely Severe Side Effects,started birth control switched ortho tri cyclen lo unfortunately horrible acne back face especially time month since started taking birth control noticed acne back starting clear face getting better also noticed hungry either experienced crazy mood swing depression even probably stick back acne since year old ready back look normal recommend pill,-0.125
acne,benzoyl peroxide   erythromycin,10,Mild Side Effects,acne year old came across stuff year ago wonderful like comment leave white film face apply night break dab thicker amount area two day dried gone use properly best plus feel keep skin aging since dry skin aging spot pretty much fade would seriously give product try since tell true everything hope help one person lot unwanted acne face go thru life like little pricy face talking,0.333333333
acne,monodox,9,Extremely Severe Side Effects,year old daughter started week ago week saw change week acne significantly worse medicine paper warns may happen soon week started like magic face started clear happy result hopeful continued improvement,-0.125
acne,tri previfem,4,Mild Side Effects,bc nd rd month never problem month thought could different reason look review people similar problem period usually last maximum normal day day spotting annoying thing world still debating changing different bc,0.333333333
acne,benzoyl peroxide,10,Mild Side Effects,bar really work used proactiv tried every product market also used acne wash kaiser work whatever panoxyl combination perfect year old skin still breaking use face chest back lifesaver,0.333333333
acne,amnesteem,10,Extremely Severe Side Effects,year old male subject moderate acne entire life starting age never debilitating caused certain self esteem issue rather exacerbated self esteem issue effort make concise possible internet bad stuff written drug true although experience one case case solid reliable example true effect amnesteem accutane biggest issue drug insurance company constant monthly battle get cover remember folk insurance access proper care insurance coverage best drug ever,-0.125
acne,beyaz,6,Mild Side Effects,beyaz helped sudden outbreak adult acne like previous birth control got year ago however period cramp birth control severe side effect would like see improvement area slight nausea first taking night taking morning food seemed eliminate nausea bad could better,0.333333333
acne,drospirenone   ethinyl estradiol   levomefolate calcium,9,Extremely Severe Side Effects,beyaz saved skin literally always nice skin teenager occasional mild breakout month turned broke hormonal acne legitimately covered entire face except side cheek seriously tried everything mom finally suggested birth control skeptical feared would gain weight desperate clean skin decided try doctor told would probably make skin worse made better month saw good result little month skin almost clear take little bit time worth also effect weight grateful beyaz,-0.125
acne,azelaic acid,5,Extremely Severe Side Effects,using product approximately month cystic acne yet notice improvement acne think face smooth le red however adult cystic acne stubborn related menstrual cycle hope improve continued use,-0.125
acne,microgestin fe,2,Mild Side Effects,initially given two lo loestrin fe sample issue making switch microgestin fe day ago due breaking rash zigzag across top thigh nerve issue numbness pain tingling made difficult walk foot stop taking pill day use relieved know work many,0.333333333
acne,veltin,9,Mild Side Effects,failed acne rx epiduo sulfer face wash minocycline yo daughter prescribed conjunction w amoxicillin dermatologist first pediatrician worked well finally cleared acne acne moderate started w rx say month minocycline got severe range face pretty much clear month product amoxicillin occaisional dryness peeling especially w lip minor much better dealing w acne like product,0.333333333
acne,sulfacetamide sodium   sulfur,1,Extremely Severe Side Effects,dermatologist recommended sumadan used couple day us right washed face wth face started burning face covered hive burning hot dermatologist said keep rash common much pain eventually prescribed something else,-0.125
